,Modelo,Motor,Hardware,Tarea,Numero de Problemas,Numero de Lotes,Tamaño Batch,Precisión,Energía (kWh),Energía (J),CO2 (kg),EDP (J*s),Tokens Prompt,Tokens Generados,TTFT Medio (s),TPOT (s/token),Throughput Decode (tok/s),Throughput Total (tok/s),Inferencia Media (s),Energía (J/token gen),Cuantizacion,Attention Implementation,Speculative Decoding,Familia,Maquina
24,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q8_0.gguf,llamacpp,cuda,humaneval,164,164,1,1.2195121951219512,0.0174442970357006,62799.46932852228,0.0030361798990636,24347202.75432547,54526,15750,0.0957193520010971,0.0236190230959937,42.33875363666581,181.2649917554564,2.364009679817572,3.98726789387443,q8_0,,,Gemma,CITIC
25,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q8_0.gguf,llamacpp,cuda,mmlu,1140,1140,1,58.42105263157895,0.0044916132318758,16169.807634752982,0.0007817652830079,1587792.4476793143,173830,1140,0.0628428682946322,0.0232929982637104,42.93135596708306,1781.8646549099517,0.0861358665583426,14.184041784871036,q8_0,,,Gemma,CITIC
26,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q8_0.gguf,llamacpp,cuda,resumen,100,100,1,24.83166815085701,0.0112305037831802,40429.81361944907,0.0019546691834625,10099753.982520284,94545,7811,0.5245968461036682,0.0252656351511189,39.57945224882712,409.7361193148269,2.4980956077575684,5.176009937197423,q8_0,,,Gemma,CITIC
27,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q6_K.gguf,llamacpp,cuda,humaneval,164,164,1,1.2195121951219512,0.0173731834716592,62543.46049797341,0.0030238025832422,23728131.521235663,54526,14544,0.10728780816241,0.0248756250499761,40.19999489423727,182.05718443228108,2.313331044301754,4.300292938529525,q6_K,,,Gemma,CITIC
28,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q6_K.gguf,llamacpp,cuda,mmlu,1140,1140,1,59.03508771929824,0.0049657873703909,17876.834533407502,0.0008642952918165,1913452.5479488352,173830,1140,0.0698248250442638,0.0240657988347505,41.55274490851392,1634.6941771110749,0.0938906238790144,15.68143380123465,q6_K,,,Gemma,CITIC
29,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q6_K.gguf,llamacpp,cuda,resumen,100,100,1,24.79130629723969,0.0120124895616058,43244.962421780976,0.0020907738081974,11521252.1314179,94545,7862,0.5757909679412841,0.0265631222354944,37.64617694917545,384.38416382285226,2.664183638095856,5.500503996665095,q6_K,,,Gemma,CITIC
30,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q5_K_M.gguf,llamacpp,cuda,humaneval,164,164,1,1.829268292682927,0.0158363669050761,57010.92085827428,0.0027563196598285,19949651.57553508,54526,14808,0.1021665669069057,0.0224994277709371,44.44557480220519,198.13855754929745,2.133700264663231,3.8500081616878905,q5_K_M,,,Gemma,CITIC
31,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q5_K_M.gguf,llamacpp,cuda,mmlu,1140,1140,1,57.631578947368425,0.0046232687277667,16643.767419960153,0.0008046799220677,1687019.2915939249,173830,1140,0.0667853943088598,0.0221272566862273,45.1931305439426,1726.2161730936514,0.0889126509950872,14.599795982421186,q5_K_M,,,Gemma,CITIC
32,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q5_K_M.gguf,llamacpp,cuda,resumen,100,100,1,25.136522810795604,0.0112433407158058,40476.02657690095,0.001956903451586,9994721.254847672,94545,7914,0.55557373046875,0.0241814549294029,41.35400466677761,414.9323529189209,2.4692940735816955,5.114484025385513,q5_K_M,,,Gemma,CITIC
33,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q4_K_M.gguf,llamacpp,cuda,humaneval,164,164,1,1.2195121951219512,0.0152803989537327,55009.43623343791,0.0026595534378971,18520484.11239251,54526,15765,0.0997743548416509,0.0203181298694798,49.217128073490464,208.77792712218044,2.052916534063293,3.489339437579316,q4_K_M,,,Gemma,CITIC
34,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q4_K_M.gguf,llamacpp,cuda,mmlu,1140,1140,1,59.3859649122807,0.0044428631521175,15994.307347623231,0.000773280331626,1552173.0070332703,173830,1142,0.0651372083446435,0.0199552743113395,50.11206483048695,1802.9922776310373,0.0851274919091609,14.005523071473933,q4_K_M,,,Gemma,CITIC
35,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q4_K_M.gguf,llamacpp,cuda,resumen,100,100,1,24.48100221666015,0.0100738701307098,36265.93247055563,0.00175335709625,8074482.159635039,94545,7648,0.5432144021987915,0.0220090269917723,45.43590229471892,458.9922132085069,2.226464786529541,4.741884475752567,q4_K_M,,,Gemma,CITIC
36,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q3_K_M.gguf,llamacpp,cuda,humaneval,164,164,1,35.36585365853659,0.0213924934133841,77012.97628818295,0.0037233634785995,38893059.792533584,54526,16090,0.1046938358283624,0.0303200606606331,32.98146435763493,139.82824603093695,3.0793875921063307,4.786387587829891,q3_K_M,,,Gemma,CITIC
37,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q3_K_M.gguf,llamacpp,cuda,mmlu,1140,1140,1,55.00000000000001,0.0050654022856107,18235.448228198864,0.0008816332678105,2045073.5999409573,173830,1144,0.0682833320216128,0.0299871076237071,33.347664354578214,1560.202683352319,0.0983756575668067,15.940077122551454,q3_K_M,,,Gemma,CITIC
38,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q3_K_M.gguf,llamacpp,cuda,resumen,100,100,1,23.75507615043936,0.0133991480478074,48236.93297210669,0.0023321217177208,15032971.77140196,94545,7989,0.5659026503562927,0.0319261881567715,31.322248528059827,329.0051867702493,3.116485822200775,6.037918759808072,q3_K_M,,,Gemma,CITIC
39,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q2_K.gguf,llamacpp,cuda,humaneval,164,164,1,33.53658536585366,0.0328669001216489,118320.8404379361,0.0057204839661729,86079882.39492826,54526,32282,0.1179329825610649,0.0219370368303814,45.58500802693011,119.3216722766053,4.436051415234077,3.665226455546004,q2_K,,,Gemma,CITIC
40,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q2_K.gguf,llamacpp,cuda,mmlu,1140,1140,1,42.45614035087719,0.0050588153614513,18211.735301224835,0.0008804868136606,2029848.568146968,173830,1158,0.0761043766088653,0.0213292606548118,46.88395046522171,1569.986641811398,0.0977704150634899,15.726887134045626,q2_K,,,Gemma,CITIC
41,bartowski/google_gemma-4-E2B-it-GGUF/google_gemma-4-E2B-it-Q2_K.gguf,llamacpp,cuda,resumen,100,100,1,24.49534904215968,0.0123658544265885,44517.07593571888,0.0021522769629477,12332730.821703663,94545,9141,0.6336017370223999,0.0233752914258028,42.78021530444536,374.2721382800208,2.770337126255036,4.870044408239676,q2_K,,,Gemma,CITIC
42,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.fp16.gguf,llamacpp,cuda,humaneval,164,164,1,4.2682926829268295,0.1310717930893261,471858.4551215741,0.0228130455871972,1379276347.7165568,42094,33331,0.2714570600812028,0.0863626436168456,11.579080469520772,25.80333088178099,17.82361117223414,14.156744625771026,f16,,,Mistral,CITIC
43,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.fp16.gguf,llamacpp,cuda,mmlu,1140,1140,1,62.19298245614036,0.0419098178648284,150875.34431338246,0.0072944037993733,140631940.40605447,137544,8972,0.1903829948943958,0.0797002034903741,12.547019407808351,157.18798932584346,0.817637578855481,16.816244350577627,f16,,,Mistral,CITIC
44,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.fp16.gguf,llamacpp,cuda,resumen,100,100,1,22.763515973175824,0.0710816733491654,255894.02405699567,0.0123717652464222,403245796.73456925,99795,16449,1.6030025959014893,0.0860557467591487,11.620374439359422,73.76678237779969,15.758312380313871,15.556813426773406,f16,,,Mistral,CITIC
45,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q8_0.gguf,llamacpp,cuda,humaneval,164,164,1,3.658536585365853,0.0747452523617215,269082.9085021974,0.0130094111735576,449543465.6864724,42094,32093,0.2509790193743822,0.0507739952494392,19.6951213921076,44.406059161752,10.18689261413202,8.384473514542032,q8_0,,,Mistral,CITIC
46,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q8_0.gguf,llamacpp,cuda,mmlu,1140,1140,1,62.89473684210526,0.0270563585930037,97402.8909348134,0.0047091592131122,59067480.738343686,137544,9002,0.1667906660782663,0.0462433846625612,21.62471469804854,241.6558803000919,0.5319511474224559,10.820138961876628,q8_0,,,Mistral,CITIC
47,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q8_0.gguf,llamacpp,cuda,resumen,100,100,1,22.62320445058181,0.0445582860146293,160409.82965266562,0.0077553696808462,156629397.28631133,99795,16195,1.5919544792175293,0.0504623165171836,19.81676762023948,118.78955332632668,9.764326639175415,9.904898403992938,q8_0,,,Mistral,CITIC
48,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q6_K.gguf,llamacpp,cuda,humaneval,164,164,1,3.048780487804878,0.0850594275057579,306213.9390207285,0.0148045933573771,572678362.131918,42094,31602,0.2939158547215345,0.0576542047041668,17.34478873017438,39.40561394019162,11.40359986119154,9.689701253741172,q6_K,,,Mistral,CITIC
49,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q6_K.gguf,llamacpp,cuda,mmlu,1140,1140,1,62.28070175438597,0.0322641547128501,116150.95696626036,0.0056155761277715,81179573.80609767,137544,8998,0.1963638910076074,0.0527961260214146,18.94078363996612,209.6708905667009,0.6130827874468084,12.9085304474617,q6_K,,,Mistral,CITIC
50,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q6_K.gguf,llamacpp,cuda,resumen,100,100,1,22.80279583753948,0.0515197188768572,185470.9879566861,0.008967007070517,209939159.5061297,99795,16500,1.811886613368988,0.0576203552303892,17.35497804554658,102.74094930723508,11.31924522638321,11.240665936768856,q6_K,,,Mistral,CITIC
51,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q5_K_M.gguf,llamacpp,cuda,humaneval,164,164,1,4.878048780487805,0.0676863576781201,243670.8876412325,0.0117808105538768,373593763.6470465,42094,33900,0.2701985719727307,0.0439196877704609,22.768832174452992,49.565938292541446,9.348719397696051,7.187931788826917,q5_K_M,,,Mistral,CITIC
52,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q5_K_M.gguf,llamacpp,cuda,mmlu,1140,1140,1,62.71929824561403,0.0257415554720882,92669.5996995176,0.0044803177299169,52307266.47118145,137544,9008,0.180815857753419,0.0397778597807587,25.139612978466904,259.6372567594613,0.495130735740327,10.28747776415604,q5_K_M,,,Mistral,CITIC
53,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q5_K_M.gguf,llamacpp,cuda,resumen,100,100,1,22.1528914201921,0.0419603912066773,151057.40834403838,0.0073032060895221,140272271.14346486,99795,17274,1.7062064599990845,0.0438799206217061,22.789466932292704,126.0701034728496,9.286023948192597,8.744784551582631,q5_K_M,,,Mistral,CITIC
54,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q4_K_M.gguf,llamacpp,cuda,humaneval,164,164,1,2.4390243902439024,0.0597626591939089,215145.5730980724,0.0104016908326998,287430100.06460696,42094,31891,0.2618438441578934,0.040545521471463,24.66363641922386,55.37883896670191,8.146217168831244,6.7462786710379845,q4_K_M,,,Mistral,CITIC
55,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q4_K_M.gguf,llamacpp,cuda,mmlu,1140,1140,1,62.28070175438597,0.0244357569943666,87968.72517971994,0.0042530435048695,46308284.54761732,137544,8968,0.1744978333774366,0.0365176251910819,27.38403701684884,278.3189658057475,0.461769818213948,9.809179881770731,q4_K_M,,,Mistral,CITIC
56,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q4_K_M.gguf,llamacpp,cuda,resumen,100,100,1,23.021750642441845,0.0375028262708308,135010.1745749912,0.0065273669124381,111017332.93700662,99795,16240,1.6571823787689208,0.0404292119988079,24.73459042509867,141.11224970337057,8.222886407375336,8.313434395011774,q4_K_M,,,Mistral,CITIC
57,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q3_K_M.gguf,llamacpp,cuda,humaneval,164,164,1,1.829268292682927,0.0770024519219561,277208.8269190422,0.0134022767570164,473750790.066582,42094,30983,0.2772046865486517,0.0536920793853012,18.62472102866183,42.76001195040921,10.420751610907113,8.947126712036995,q3_K_M,,,Mistral,CITIC
58,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q3_K_M.gguf,llamacpp,cuda,mmlu,1140,1140,1,61.40350877192983,0.0296376485838848,106695.5349019854,0.0051584327360251,68927710.34950247,137544,8910,0.1838359441673546,0.0489842277049483,20.414734432956703,226.7011016223051,0.5666863554402402,11.974807508640335,q3_K_M,,,Mistral,CITIC
59,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q3_K_M.gguf,llamacpp,cuda,resumen,100,100,1,23.11328779684871,0.048920147630503,176112.531469811,0.008514551695089,186214827.9904993,99795,16495,1.7465990042686463,0.053513357674725,18.68692310578582,109.98117875805902,10.57362735271454,10.67672212608736,q3_K_M,,,Mistral,CITIC
60,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q2_K.gguf,llamacpp,cuda,humaneval,164,164,1,14.02439024390244,0.0808029711116744,290890.6960020279,0.0140637571219869,527159942.4113413,42094,37777,0.3244741050208487,0.0465630711925242,21.47624661322924,44.0733995722474,11.050163985752478,7.700206369008335,q2_K,,,Mistral,CITIC
61,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q2_K.gguf,llamacpp,cuda,mmlu,1140,1140,1,56.57894736842105,0.0278627715958643,100305.97774511178,0.0048495153962601,61298765.8872893,137544,8692,0.2142621927094041,0.0422064973306282,23.69303456210575,239.29266355060085,0.5360682232338085,11.540034255074987,q2_K,,,Mistral,CITIC
62,MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF/Mistral-7B-Instruct-v0.3.Q2_K.gguf,llamacpp,cuda,resumen,100,100,1,21.684880480731007,0.0476361405628195,171490.10602615046,0.0082910702649587,179959653.98752412,99795,18248,2.0132799792289733,0.0464741325415001,21.517346216350084,112.4874722589112,10.493879685401916,9.39774802861412,q2_K,,,Mistral,CITIC
63,Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-fp16.gguf,llamacpp,cuda,ifeval,150,150,1,47.333333333333336,0.0623861296207865,224590.06663483143,0.0108583058604978,310884084.6535426,11176,33894,0.067207187016805,0.0405425127680733,24.665466734155803,32.5596413676576,9.228193372090658,6.626248499286937,f16,,,Qwen,CITIC
64,Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q8_0.gguf,llamacpp,cuda,ifeval,150,150,1,48.66666666666667,0.0393213684553122,141556.92643912413,0.006843884179647,121672783.67105822,11176,34319,0.054304305712382,0.0248080331019898,40.30952376953207,52.92993366338046,5.730216892560323,4.12473925344923,q8_0,,,Qwen,CITIC
65,Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q6_k.gguf,llamacpp,cuda,ifeval,150,150,1,47.333333333333336,0.0430177952526909,154864.06290968746,0.0074872472637308,148664614.5536344,11176,33124,0.0619165404637654,0.0287006692946237,34.84239303740976,46.14734990904019,6.399789671897889,4.675282662410562,q6_K,,,Qwen,CITIC
66,Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q5_k_m.gguf,llamacpp,cuda,ifeval,150,150,1,47.333333333333336,0.0345695237243173,124450.28540754264,0.0060168256042174,96245476.43085344,11176,32587,0.0577251307169596,0.0234665996069101,42.613758139271816,56.587779937929234,5.1557656733194985,3.81901633803488,q5_K_M,,,Qwen,CITIC
67,Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q4_k_m.gguf,llamacpp,cuda,ifeval,150,150,1,48.0,0.033435382841705,120367.37823013832,0.0058194283835987,89428627.36287846,11176,33211,0.0553442859649658,0.0221210546256052,45.20580130218999,59.74313790842,4.953093253771464,3.624322610886102,q4_K_M,,,Qwen,CITIC
68,Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q3_k_m.gguf,llamacpp,cuda,ifeval,150,150,1,45.33333333333333,0.0472586436600936,170131.11717633717,0.0082253669290393,178474774.4406988,11176,36237,0.0574486557642618,0.0287116817920502,34.82902907752624,45.19645246203618,6.9936167430877685,4.694955906292937,q3_K_M,,,Qwen,CITIC
